date,warengruppe,id,umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,school_holiday,public_holiday
2013-07-11,4,1307114,68.6330279122302,0.0,21.375,12.0,5.0,0,1,0
2013-07-11,5,1307115,315.911756962233,0.0,21.375,12.0,5.0,0,1,0
2013-07-12,1,1307121,101.447511461298,0.0,20.2875,7.0,5.0,0,1,0
2013-07-12,2,1307122,600.267914678783,0.0,20.2875,7.0,5.0,0,1,0
2013-07-12,3,1307123,290.199097765019,0.0,20.2875,7.0,5.0,0,1,0
2013-07-12,5,1307125,362.802489634211,0.0,20.2875,7.0,5.0,0,1,0
2013-07-13,1,1307131,141.233309883732,1.0,20.125,12.0,5.0,0,1,0
2013-07-13,2,1307132,747.140776382576,1.0,20.125,12.0,5.0,0,1,0
2013-07-13,3,1307133,340.046632736531,1.0,20.125,12.0,5.0,0,1,0
2013-07-13,4,1307134,74.2744737887665,1.0,20.125,12.0,5.0,0,1,0
2013-07-13,5,1307135,359.166188843392,1.0,20.125,12.0,5.0,0,1,0
2013-07-14,1,1307141,112.524365708762,5.0,17.6875,15.0,5.0,0,1,0
2013-07-14,2,1307142,777.048841669282,5.0,17.6875,15.0,5.0,0,1,0
2013-07-14,3,1307143,320.626816189556,5.0,17.6875,15.0,5.0,0,1,0
2013-07-14,4,1307144,115.271617188867,5.0,17.6875,15.0,5.0,0,1,0
2013-07-14,5,1307145,461.082124524619,5.0,17.6875,15.0,5.0,0,1,0
2013-07-15,1,1307151,161.264677322182,6.0,18.7375,12.0,5.0,0,1,0
2013-07-15,2,1307152,596.995099998235,6.0,18.7375,12.0,5.0,0,1,0
2013-07-15,3,1307153,243.526401440661,6.0,18.7375,12.0,5.0,0,1,0
2013-07-15,4,1307154,99.4935305857439,6.0,18.7375,12.0,5.0,0,1,0
2013-07-15,5,1307155,380.68369651152,6.0,18.7375,12.0,5.0,0,1,0
2013-07-16,1,1307161,116.821358174215,1.0,21.1875,10.0,5.0,0,1,0
2013-07-16,2,1307162,558.797138274201,1.0,21.1875,10.0,5.0,0,1,0
2013-07-16,3,1307163,287.415464972525,1.0,21.1875,10.0,5.0,0,1,0
2013-07-16,4,1307164,91.7796976081033,1.0,21.1875,10.0,5.0,0,1,0
2013-07-16,5,1307165,320.43533597922,1.0,21.1875,10.0,5.0,0,1,0
2013-07-17,1,1307171,150.572919592838,5.0,22.5125,8.0,5.0,0,1,0
2013-07-17,2,1307172,628.325718978073,5.0,22.5125,8.0,5.0,0,1,0
2013-07-17,3,1307173,301.777437970497,5.0,22.5125,8.0,5.0,0,1,0
2013-07-17,5,1307175,396.99424714406,5.0,22.5125,8.0,5.0,0,1,0
2013-07-18,1,1307181,101.90072129658,1.0,23.25,11.0,5.0,0,1,0
2013-07-18,2,1307182,647.822253705942,1.0,23.25,11.0,5.0,0,1,0
2013-07-18,3,1307183,250.426586853024,1.0,23.25,11.0,5.0,0,1,0
2013-07-18,4,1307184,89.2058404577425,1.0,23.25,11.0,5.0,0,1,0
2013-07-18,5,1307185,300.398790118057,1.0,23.25,11.0,5.0,0,1,0
2013-07-19,1,1307191,161.63511518654,3.0,22.475,16.0,5.0,0,1,0
2013-07-19,2,1307192,646.788959790823,3.0,22.475,16.0,5.0,0,1,0
2013-07-19,3,1307193,287.18828629416,3.0,22.475,16.0,5.0,0,1,0
2013-07-19,4,1307194,62.0636098816993,3.0,22.475,16.0,5.0,0,1,0
2013-07-19,5,1307195,369.400389277533,3.0,22.475,16.0,5.0,0,1,0
2013-07-20,1,1307201,134.328076682024,0.0,23.1875,8.0,5.0,0,1,0
2013-07-20,2,1307202,843.051280035386,0.0,23.1875,8.0,5.0,0,1,0
2013-07-20,3,1307203,394.765674710477,0.0,23.1875,8.0,5.0,0,1,0
2013-07-20,4,1307204,69.9369965472912,0.0,23.1875,8.0,5.0,0,1,0
2013-07-20,5,1307205,346.154004294146,0.0,23.1875,8.0,5.0,0,1,0
2013-07-21,1,1307211,66.2887578161955,0.0,26.375,8.0,5.0,0,1,0
2013-07-21,2,1307212,815.942264195776,0.0,26.375,8.0,5.0,0,1,0
2013-07-21,3,1307213,346.658236387984,0.0,26.375,8.0,5.0,0,1,0
2013-07-21,4,1307214,82.6826868784511,0.0,26.375,8.0,5.0,0,1,0
2013-07-21,5,1307215,287.443788531561,0.0,26.375,8.0,5.0,0,1,0
2013-07-22,1,1307221,131.223948997842,0.0,26.1,9.0,5.0,0,1,0
2013-07-22,2,1307222,647.682748973215,0.0,26.1,9.0,5.0,0,1,0
2013-07-22,3,1307223,297.712614415266,0.0,26.1,9.0,5.0,0,1,0
2013-07-22,4,1307224,99.3353908053911,0.0,26.1,9.0,5.0,0,1,0
2013-07-22,5,1307225,356.484067206325,0.0,26.1,9.0,5.0,0,1,0
2013-07-23,1,1307231,110.315246796665,0.0,24.95,12.0,5.0,0,1,0
2013-07-23,2,1307232,691.043662205889,0.0,24.95,12.0,5.0,0,1,0
2013-07-23,3,1307233,323.301431663341,0.0,24.95,12.0,5.0,0,1,0
2013-07-23,4,1307234,70.5290024618065,0.0,24.95,12.0,5.0,0,1,0
2013-07-23,5,1307235,316.29681714496,0.0,24.95,12.0,5.0,0,1,0
2013-07-24,1,1307241,141.891908195545,3.0,24.075,11.0,5.0,0,1,0
2013-07-24,2,1307242,698.340862077002,3.0,24.075,11.0,5.0,0,1,0
2013-07-24,3,1307243,328.023102507764,3.0,24.075,11.0,5.0,0,1,0
2013-07-24,4,1307244,83.5816326885927,3.0,24.075,11.0,5.0,0,1,0
2013-07-24,5,1307245,327.339400651794,3.0,24.075,11.0,5.0,0,1,0
2013-07-25,1,1307251,167.701216640907,2.0,23.0875,9.0,5.0,0,1,0
2013-07-25,2,1307252,681.250768331783,2.0,23.0875,9.0,5.0,0,1,0
2013-07-25,3,1307253,280.809721012322,2.0,23.0875,9.0,5.0,0,1,0
2013-07-25,4,1307254,65.8902979709521,2.0,23.0875,9.0,5.0,0,1,0
2013-07-25,5,1307255,303.192537586556,2.0,23.0875,9.0,5.0,0,1,0
2013-07-26,1,1307261,147.272084366206,3.0,27.2625,6.0,5.0,0,1,0
2013-07-26,2,1307262,718.016648132155,3.0,27.2625,6.0,5.0,0,1,0
2013-07-26,3,1307263,352.293883343641,3.0,27.2625,6.0,5.0,0,1,0
2013-07-26,4,1307264,53.1984562311259,3.0,27.2625,6.0,5.0,0,1,0
2013-07-26,5,1307265,331.522091778847,3.0,27.2625,6.0,5.0,0,1,0
2013-07-27,1,1307271,161.403357795112,1.0,26.1625,10.0,5.0,0,1,0
2013-07-27,2,1307272,855.619095347599,1.0,26.1625,10.0,5.0,0,1,0
2013-07-27,3,1307273,382.965879977945,1.0,26.1625,10.0,5.0,0,1,0
2013-07-27,5,1307275,358.892714466409,1.0,26.1625,10.0,5.0,0,1,0
2013-07-28,1,1307281,86.0791432446654,4.0,24.8875,13.0,61.0,0,1,0
2013-07-28,2,1307282,871.802546455837,4.0,24.8875,13.0,61.0,0,1,0
2013-07-28,3,1307283,360.096105223697,4.0,24.8875,13.0,61.0,0,1,0
2013-07-28,5,1307285,437.824795495097,4.0,24.8875,13.0,61.0,0,1,0
2013-07-29,1,1307291,183.564164400591,1.0,22.7875,10.0,61.0,0,1,0
2013-07-29,2,1307292,672.50214523923,1.0,22.7875,10.0,61.0,0,1,0
2013-07-29,3,1307293,356.033434735079,1.0,22.7875,10.0,61.0,0,1,0
2013-07-29,5,1307295,368.951029057165,1.0,22.7875,10.0,61.0,0,1,0
2013-07-30,1,1307301,132.111640117897,5.0,21.075,13.0,21.0,0,1,0
2013-07-30,2,1307302,690.117757120039,5.0,21.075,13.0,21.0,0,1,0
2013-07-30,3,1307303,354.531775116541,5.0,21.075,13.0,21.0,0,1,0
2013-07-30,5,1307305,424.086156965952,5.0,21.075,13.0,21.0,0,1,0
2013-07-31,1,1307311,144.745431773143,5.0,20.275,16.0,65.0,0,1,0
2013-07-31,2,1307312,667.842224335937,5.0,20.275,16.0,65.0,0,1,0
2013-07-31,3,1307313,321.075920611583,5.0,20.275,16.0,65.0,0,1,0
2013-07-31,5,1307315,426.985804024935,5.0,20.275,16.0,65.0,0,1,0
2013-08-01,1,1308011,157.854023011106,6.0,23.4,7.0,21.0,0,1,0
2013-08-01,2,1308012,667.213719343287,6.0,23.4,7.0,21.0,0,1,0
2013-08-01,3,1308013,304.830310037868,6.0,23.4,7.0,21.0,0,1,0
2013-08-01,4,1308014,60.5614573229725,6.0,23.4,7.0,21.0,0,1,0
2013-08-01,5,1308015,322.294307178179,6.0,23.4,7.0,21.0,0,1,0
2013-08-02,1,1308021,117.359342094889,0.0,31.4375,7.0,21.0,0,1,0
2013-08-02,2,1308022,689.695100983376,0.0,31.4375,7.0,21.0,0,1,0
2013-08-02,3,1308023,379.526700654912,0.0,31.4375,7.0,21.0,0,1,0
2013-08-02,4,1308024,68.1222020855149,0.0,31.4375,7.0,21.0,0,1,0
2013-08-02,5,1308025,282.371517214865,0.0,31.4375,7.0,21.0,0,1,0
2013-08-03,1,1308031,186.027178770079,4.0,23.3625,11.0,63.0,0,1,0
2013-08-03,2,1308032,930.801703150498,4.0,23.3625,11.0,63.0,0,1,0
2013-08-03,3,1308033,454.705780795563,4.0,23.3625,11.0,63.0,0,1,0
2013-08-03,4,1308034,51.2749992906831,4.0,23.3625,11.0,63.0,0,1,0
2013-08-03,5,1308035,399.283316370115,4.0,23.3625,11.0,63.0,0,1,0
2013-08-04,1,1308041,104.708216687715,3.0,23.05,8.0,63.0,0,0,0
2013-08-04,2,1308042,862.752429028985,3.0,23.05,8.0,63.0,0,0,0
2013-08-04,3,1308043,382.85648750844,3.0,23.05,8.0,63.0,0,0,0
2013-08-04,4,1308044,67.1568816245378,3.0,23.05,8.0,63.0,0,0,0
2013-08-04,5,1308045,461.704848992483,3.0,23.05,8.0,63.0,0,0,0
2013-08-05,1,1308051,146.775309890073,0.0,25.8,10.0,63.0,0,0,0
2013-08-05,2,1308052,520.947179812455,0.0,25.8,10.0,63.0,0,0,0
2013-08-05,3,1308053,331.615355447409,0.0,25.8,10.0,63.0,0,0,0
2013-08-05,5,1308055,354.247243408463,0.0,25.8,10.0,63.0,0,0,0
2013-08-06,1,1308061,131.956277381283,5.0,22.225,13.0,63.0,0,0,0
2013-08-06,2,1308062,498.920948322354,5.0,22.225,13.0,63.0,0,0,0
2013-08-06,3,1308063,344.104806694018,5.0,22.225,13.0,63.0,0,0,0
2013-08-06,4,1308064,69.705360420462,5.0,22.225,13.0,63.0,0,0,0
2013-08-06,5,1308065,441.521507016938,5.0,22.225,13.0,63.0,0,0,0
2013-08-07,1,1308071,160.593417296116,4.0,19.2125,8.0,63.0,0,0,0
2013-08-07,2,1308072,519.197204695832,4.0,19.2125,8.0,63.0,0,0,0
2013-08-07,3,1308073,341.483544581514,4.0,19.2125,8.0,63.0,0,0,0
2013-08-07,4,1308074,83.1094116270633,4.0,19.2125,8.0,63.0,0,0,0
2013-08-07,5,1308075,423.850318191533,4.0,19.2125,8.0,63.0,0,0,0
2013-08-08,1,1308081,153.099424561652,7.0,16.975,12.0,20.0,0,0,0
2013-08-08,2,1308082,486.25509543792,7.0,16.975,12.0,20.0,0,0,0
2013-08-08,3,1308083,298.005519792868,7.0,16.975,12.0,20.0,0,0,0
2013-08-08,4,1308084,96.7720958104522,7.0,16.975,12.0,20.0,0,0,0
2013-08-08,5,1308085,464.87537153539,7.0,16.975,12.0,20.0,0,0,0
2013-08-09,1,1308091,125.620344387906,4.0,20.3375,10.0,21.0,0,0,0
2013-08-09,2,1308092,539.975155104136,4.0,20.3375,10.0,21.0,0,0,0
2013-08-09,3,1308093,328.22992428157,4.0,20.3375,10.0,21.0,0,0,0
2013-08-09,4,1308094,81.4817797241125,4.0,20.3375,10.0,21.0,0,0,0
2013-08-09,5,1308095,450.085987485785,4.0,20.3375,10.0,21.0,0,0,0
2013-08-10,1,1308101,185.177162656408,7.0,19.3625,12.0,61.0,0,0,0
2013-08-10,2,1308102,614.511830668785,7.0,19.3625,12.0,61.0,0,0,0
2013-08-10,3,1308103,351.617029216224,7.0,19.3625,12.0,61.0,0,0,0
2013-08-10,4,1308104,59.9811123644503,7.0,19.3625,12.0,61.0,0,0,0
2013-08-10,5,1308105,450.993337129113,7.0,19.3625,12.0,61.0,0,0,0
2013-08-11,1,1308111,73.2088330039992,7.0,16.3875,9.0,61.0,0,0,0
2013-08-11,2,1308112,666.9113081568,7.0,16.3875,9.0,61.0,0,0,0
2013-08-11,3,1308113,341.033029953849,7.0,16.3875,9.0,61.0,0,0,0
2013-08-11,4,1308114,60.7087857619079,7.0,16.3875,9.0,61.0,0,0,0
2013-08-11,5,1308115,583.491717818235,7.0,16.3875,9.0,61.0,0,0,0
2013-08-12,1,1308121,154.504729536697,7.0,16.45,11.0,63.0,0,0,0
2013-08-12,2,1308122,510.019126480035,7.0,16.45,11.0,63.0,0,0,0
2013-08-12,3,1308123,253.6233554703,7.0,16.45,11.0,63.0,0,0,0
2013-08-12,4,1308124,97.7406166426712,7.0,16.45,11.0,63.0,0,0,0
2013-08-12,5,1308125,356.026341718574,7.0,16.45,11.0,63.0,0,0,0
2013-08-13,1,1308131,134.064451548102,3.0,16.4,16.0,95.0,0,0,0
2013-08-13,2,1308132,535.403212817658,3.0,16.4,16.0,95.0,0,0,0
2013-08-13,3,1308133,271.591283834177,3.0,16.4,16.0,95.0,0,0,0
2013-08-13,4,1308134,113.863641914766,3.0,16.4,16.0,95.0,0,0,0
2013-08-13,5,1308135,344.643463915453,3.0,16.4,16.0,95.0,0,0,0
2013-08-14,1,1308141,156.972510536869,4.0,18.2625,18.0,61.0,0,0,0
2013-08-14,2,1308142,520.123590697437,4.0,18.2625,18.0,61.0,0,0,0
2013-08-14,3,1308143,309.116290264651,4.0,18.2625,18.0,61.0,0,0,0
2013-08-14,4,1308144,105.567865241887,4.0,18.2625,18.0,61.0,0,0,0
2013-08-14,5,1308145,441.253111778104,4.0,18.2625,18.0,61.0,0,0,0
2013-08-15,1,1308151,164.763795399756,3.0,19.8,8.0,61.0,0,0,0
2013-08-15,2,1308152,538.231262832354,3.0,19.8,8.0,61.0,0,0,0
2013-08-15,3,1308153,266.575408936199,3.0,19.8,8.0,61.0,0,0,0
2013-08-15,4,1308154,59.7561020638342,3.0,19.8,8.0,61.0,0,0,0
2013-08-15,5,1308155,416.610037755781,3.0,19.8,8.0,61.0,0,0,0
2013-08-16,1,1308161,147.79799759804,4.0,23.575,11.0,0.0,0,0,0
2013-08-16,2,1308162,552.153714601025,4.0,23.575,11.0,0.0,0,0,0
2013-08-16,3,1308163,241.76897512804,4.0,23.575,11.0,0.0,0,0,0
2013-08-16,4,1308164,75.2564619591539,4.0,23.575,11.0,0.0,0,0,0
2013-08-16,5,1308165,344.468629393561,4.0,23.575,11.0,0.0,0,0,0
2013-08-17,1,1308171,221.630418006017,6.0,20.55,7.0,0.0,0,0,0
2013-08-17,2,1308172,583.657434231324,6.0,20.55,7.0,0.0,0,0,0
2013-08-17,3,1308173,280.170045804428,6.0,20.55,7.0,0.0,0,0,0
2013-08-17,4,1308174,96.5293135082104,6.0,20.55,7.0,0.0,0,0,0
2013-08-17,5,1308175,519.834929394153,6.0,20.55,7.0,0.0,0,0,0
2013-08-18,1,1308181,92.489778506026,7.0,18.5875,10.0,63.0,0,0,0
2013-08-18,2,1308182,669.186211470815,7.0,18.5875,10.0,63.0,0,0,0
2013-08-18,3,1308183,282.599786111443,7.0,18.5875,10.0,63.0,0,0,0
2013-08-18,4,1308184,150.122396942697,7.0,18.5875,10.0,63.0,0,0,0
2013-08-18,5,1308185,479.499541699925,7.0,18.5875,10.0,63.0,0,0,0
2013-08-19,1,1308191,145.87913275728,5.0,18.4875,8.0,63.0,0,0,0
2013-08-19,2,1308192,499.912512856933,5.0,18.4875,8.0,63.0,0,0,0
2013-08-19,3,1308193,249.391160860983,5.0,18.4875,8.0,63.0,0,0,0
2013-08-19,4,1308194,107.407999333161,5.0,18.4875,8.0,63.0,0,0,0
2013-08-19,5,1308195,374.247117082749,5.0,18.4875,8.0,63.0,0,0,0
2013-08-20,1,1308201,111.842396126739,7.0,17.775,8.0,61.0,0,0,0
2013-08-20,2,1308202,478.730297151576,7.0,17.775,8.0,61.0,0,0,0
2013-08-20,3,1308203,257.620799680939,7.0,17.775,8.0,61.0,0,0,0
2013-08-20,4,1308204,64.5022565329893,7.0,17.775,8.0,61.0,0,0,0
2013-08-20,5,1308205,340.090359959321,7.0,17.775,8.0,61.0,0,0,0
2013-08-21,1,1308211,125.336522713024,5.0,20.125,8.0,61.0,0,0,0
2013-08-21,2,1308212,440.815636456397,5.0,20.125,8.0,61.0,0,0,0
2013-08-21,3,1308213,271.133442105753,5.0,20.125,8.0,61.0,0,0,0
2013-08-21,4,1308214,65.9210119267558,5.0,20.125,8.0,61.0,0,0,0
2013-08-21,5,1308215,352.695324198643,5.0,20.125,8.0,61.0,0,0,0
2013-08-22,1,1308221,132.916428220302,4.0,21.6625,8.0,61.0,0,0,0
2013-08-22,2,1308222,497.731338188322,4.0,21.6625,8.0,61.0,0,0,0
2013-08-22,3,1308223,229.323435589195,4.0,21.6625,8.0,61.0,0,0,0
2013-08-22,4,1308224,111.144301377526,4.0,21.6625,8.0,61.0,0,0,0
2013-08-22,5,1308225,343.348933556103,4.0,21.6625,8.0,61.0,0,0,0
2013-08-23,1,1308231,162.958958703106,1.0,22.0375,14.0,61.0,0,0,0
2013-08-23,2,1308232,503.672089526472,1.0,22.0375,14.0,61.0,0,0,0
2013-08-23,3,1308233,260.926195756112,1.0,22.0375,14.0,61.0,0,0,0
2013-08-23,4,1308234,94.2272902889274,1.0,22.0375,14.0,61.0,0,0,0
2013-08-23,5,1308235,375.317567662845,1.0,22.0375,14.0,61.0,0,0,0
2013-08-24,1,1308241,201.543109556297,0.0,20.85,16.0,5.0,0,0,0
2013-08-24,2,1308242,707.94429725517,0.0,20.85,16.0,5.0,0,0,0
2013-08-24,3,1308243,282.401869590288,0.0,20.85,16.0,5.0,0,0,0
2013-08-24,4,1308244,124.737464409769,0.0,20.85,16.0,5.0,0,0,0
2013-08-24,5,1308245,536.196771958902,0.0,20.85,16.0,5.0,0,0,0
2013-08-25,1,1308251,83.0226725739551,0.0,21.3875,16.0,5.0,0,0,0
2013-08-25,2,1308252,726.257649523775,0.0,21.3875,16.0,5.0,0,0,0
2013-08-25,3,1308253,360.817001197227,0.0,21.3875,16.0,5.0,0,0,0
2013-08-25,4,1308254,141.066888354584,0.0,21.3875,16.0,5.0,0,0,0
2013-08-25,5,1308255,495.194334936839,0.0,21.3875,16.0,5.0,0,0,0
2013-08-26,1,1308261,165.829031676714,0.0,20.125,15.0,5.0,0,0,0
2013-08-26,2,1308262,451.536740815421,0.0,20.125,15.0,5.0,0,0,0
2013-08-26,3,1308263,244.936370498996,0.0,20.125,15.0,5.0,0,0,0
2013-08-26,4,1308264,104.448858869003,0.0,20.125,15.0,5.0,0,0,0
2013-08-26,5,1308265,368.72576849632,0.0,20.125,15.0,5.0,0,0,0
2013-08-27,1,1308271,118.473650434102,1.0,21.0875,12.0,5.0,0,0,0
2013-08-27,2,1308272,442.318352086176,1.0,21.0875,12.0,5.0,0,0,0
2013-08-27,3,1308273,251.053043195831,1.0,21.0875,12.0,5.0,0,0,0
2013-08-27,4,1308274,89.3398068106772,1.0,21.0875,12.0,5.0,0,0,0
2013-08-27,5,1308275,305.77200439049,1.0,21.0875,12.0,5.0,0,0,0
2013-08-28,1,1308281,108.876991442649,0.0,21.3,7.0,5.0,0,0,0
2013-08-28,2,1308282,418.297941202801,0.0,21.3,7.0,5.0,0,0,0
2013-08-28,3,1308283,225.878194718714,0.0,21.3,7.0,5.0,0,0,0
2013-08-28,4,1308284,87.5160458910728,0.0,21.3,7.0,5.0,0,0,0
2013-08-28,5,1308285,349.390973099531,0.0,21.3,7.0,5.0,0,0,0
2013-08-29,1,1308291,178.178023803315,3.0,20.2125,11.0,5.0,0,0,0
2013-08-29,2,1308292,386.390267686346,3.0,20.2125,11.0,5.0,0,0,0
2013-08-29,3,1308293,198.776407298801,3.0,20.2125,11.0,5.0,0,0,0
2013-08-29,4,1308294,67.1751319746152,3.0,20.2125,11.0,5.0,0,0,0
2013-08-29,5,1308295,396.454612761332,3.0,20.2125,11.0,5.0,0,0,0
2013-08-30,1,1308301,133.150828452892,6.0,19.7875,8.0,5.0,0,0,0
2013-08-30,2,1308302,492.141265198519,6.0,19.7875,8.0,5.0,0,0,0
2013-08-30,3,1308303,184.252334847289,6.0,19.7875,8.0,5.0,0,0,0
2013-08-30,4,1308304,77.9353068130843,6.0,19.7875,8.0,5.0,0,0,0
2013-08-30,5,1308305,343.345686609289,6.0,19.7875,8.0,5.0,0,0,0
2013-08-31,1,1308311,130.821314898435,5.0,18.35,16.0,21.0,0,0,0
2013-08-31,2,1308312,581.490537751984,5.0,18.35,16.0,21.0,0,0,0
2013-08-31,3,1308313,265.410807550213,5.0,18.35,16.0,21.0,0,0,0
2013-08-31,4,1308314,86.0077280021026,5.0,18.35,16.0,21.0,0,0,0
2013-08-31,5,1308315,344.096618940689,5.0,18.35,16.0,21.0,0,0,0
2013-09-01,1,1309011,95.9704314892471,7.0,15.8625,16.0,61.0,0,0,0
2013-09-01,2,1309012,481.584829613001,7.0,15.8625,16.0,61.0,0,0,0
2013-09-01,3,1309013,239.545084070735,7.0,15.8625,16.0,61.0,0,0,0
2013-09-01,4,1309014,139.776992842103,7.0,15.8625,16.0,61.0,0,0,0
2013-09-01,5,1309015,400.375251601544,7.0,15.8625,16.0,61.0,0,0,0
2013-09-02,1,1309021,138.408723210465,7.0,16.575,17.0,63.0,0,0,0
2013-09-02,2,1309022,350.023432755307,7.0,16.575,17.0,63.0,0,0,0
2013-09-02,3,1309023,165.884794599896,7.0,16.575,17.0,63.0,0,0,0
2013-09-02,4,1309024,97.5577291094531,7.0,16.575,17.0,63.0,0,0,0
2013-09-02,5,1309025,236.082416986532,7.0,16.575,17.0,63.0,0,0,0
2013-09-03,1,1309031,138.825618927843,7.0,18.225,11.0,21.0,0,0,0
2013-09-03,2,1309032,357.401285676803,7.0,18.225,11.0,21.0,0,0,0
2013-09-03,3,1309033,174.655491296255,7.0,18.225,11.0,21.0,0,0,0
2013-09-03,4,1309034,66.7042185386037,7.0,18.225,11.0,21.0,0,0,0
2013-09-03,5,1309035,270.350123886175,7.0,18.225,11.0,21.0,0,0,0
2013-09-04,1,1309041,100.221969526295,7.0,18.125,5.0,21.0,0,0,0
2013-09-04,2,1309042,362.249371679536,7.0,18.125,5.0,21.0,0,0,0
2013-09-04,3,1309043,162.83743839423,7.0,18.125,5.0,21.0,0,0,0
2013-09-04,4,1309044,102.369988965095,7.0,18.125,5.0,21.0,0,0,0
2013-09-04,5,1309045,308.670506473354,7.0,18.125,5.0,21.0,0,0,0
2013-09-05,1,1309051,173.658100347255,0.0,21.7,8.0,21.0,0,0,0
2013-09-05,2,1309052,400.95010523182,0.0,21.7,8.0,21.0,0,0,0
2013-09-05,3,1309053,155.795527807677,0.0,21.7,8.0,21.0,0,0,0
