date,Warengruppe,id,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,school_holiday,public_holiday
2012-01-10,1,1201101,,6.0,6.1125,10.0,61.0,,,
2012-01-10,2,1201102,,6.0,6.1125,10.0,61.0,,,
2012-01-10,3,1201103,,6.0,6.1125,10.0,61.0,,,
2012-01-10,4,1201104,,6.0,6.1125,10.0,61.0,,,
2012-01-10,5,1201105,,6.0,6.1125,10.0,61.0,,,
2012-01-11,1,1201111,,6.0,7.8625,16.0,51.0,,,
2012-01-11,2,1201112,,6.0,7.8625,16.0,51.0,,,
2012-01-11,3,1201113,,6.0,7.8625,16.0,51.0,,,
2012-01-11,4,1201114,,6.0,7.8625,16.0,51.0,,,
2012-01-11,5,1201115,,6.0,7.8625,16.0,51.0,,,
2012-01-12,1,1201121,,7.0,7.4375,25.0,61.0,,,
2012-01-12,2,1201122,,7.0,7.4375,25.0,61.0,,,
2012-01-12,3,1201123,,7.0,7.4375,25.0,61.0,,,
2012-01-12,4,1201124,,7.0,7.4375,25.0,61.0,,,
2012-01-12,5,1201125,,7.0,7.4375,25.0,61.0,,,
2012-01-13,1,1201131,,2.0,4.8,18.0,61.0,,,
2012-01-13,2,1201132,,2.0,4.8,18.0,61.0,,,
2012-01-13,3,1201133,,2.0,4.8,18.0,61.0,,,
2012-01-13,4,1201134,,2.0,4.8,18.0,61.0,,,
2012-01-13,5,1201135,,2.0,4.8,18.0,61.0,,,
2012-01-14,1,1201141,,3.0,2.8875,10.0,61.0,,,
2012-01-14,2,1201142,,3.0,2.8875,10.0,61.0,,,
2012-01-14,3,1201143,,3.0,2.8875,10.0,61.0,,,
2012-01-14,4,1201144,,3.0,2.8875,10.0,61.0,,,
2012-01-14,5,1201145,,3.0,2.8875,10.0,61.0,,,
2012-01-15,1,1201151,,1.0,2.225,6.0,61.0,,,
2012-01-15,2,1201152,,1.0,2.225,6.0,61.0,,,
2012-01-15,3,1201153,,1.0,2.225,6.0,61.0,,,
2012-01-15,4,1201154,,1.0,2.225,6.0,61.0,,,
2012-01-15,5,1201155,,1.0,2.225,6.0,61.0,,,
2012-01-16,1,1201161,,8.0,3.0625,6.0,61.0,,,
2012-01-16,2,1201162,,8.0,3.0625,6.0,61.0,,,
2012-01-16,3,1201163,,8.0,3.0625,6.0,61.0,,,
2012-01-16,4,1201164,,8.0,3.0625,6.0,61.0,,,
2012-01-16,5,1201165,,8.0,3.0625,6.0,61.0,,,
2012-01-17,1,1201171,,6.0,4.4875,10.0,61.0,,,
2012-01-17,2,1201172,,6.0,4.4875,10.0,61.0,,,
2012-01-17,3,1201173,,6.0,4.4875,10.0,61.0,,,
2012-01-17,4,1201174,,6.0,4.4875,10.0,61.0,,,
2012-01-17,5,1201175,,6.0,4.4875,10.0,61.0,,,
2012-01-18,1,1201181,,7.0,2.35,12.0,51.0,,,
2012-01-18,2,1201182,,7.0,2.35,12.0,51.0,,,
2012-01-18,3,1201183,,7.0,2.35,12.0,51.0,,,
2012-01-18,4,1201184,,7.0,2.35,12.0,51.0,,,
2012-01-18,5,1201185,,7.0,2.35,12.0,51.0,,,
2012-01-19,1,1201191,,8.0,5.2625,16.0,80.0,,,
2012-01-19,2,1201192,,8.0,5.2625,16.0,80.0,,,
2012-01-19,3,1201193,,8.0,5.2625,16.0,80.0,,,
2012-01-19,4,1201194,,8.0,5.2625,16.0,80.0,,,
2012-01-19,5,1201195,,8.0,5.2625,16.0,80.0,,,
2012-01-20,1,1201201,,6.0,3.4375,12.0,26.0,,,
2012-01-20,2,1201202,,6.0,3.4375,12.0,26.0,,,
2012-01-20,3,1201203,,6.0,3.4375,12.0,26.0,,,
2012-01-20,4,1201204,,6.0,3.4375,12.0,26.0,,,
2012-01-20,5,1201205,,6.0,3.4375,12.0,26.0,,,
2012-01-21,1,1201211,,7.0,3.5375,16.0,68.0,,,
2012-01-21,2,1201212,,7.0,3.5375,16.0,68.0,,,
2012-01-21,3,1201213,,7.0,3.5375,16.0,68.0,,,
2012-01-21,4,1201214,,7.0,3.5375,16.0,68.0,,,
2012-01-21,5,1201215,,7.0,3.5375,16.0,68.0,,,
2012-01-22,1,1201221,,6.0,3.7875,12.0,21.0,,,
2012-01-22,2,1201222,,6.0,3.7875,12.0,21.0,,,
2012-01-22,3,1201223,,6.0,3.7875,12.0,21.0,,,
2012-01-22,4,1201224,,6.0,3.7875,12.0,21.0,,,
2012-01-22,5,1201225,,6.0,3.7875,12.0,21.0,,,
2012-01-23,1,1201231,,5.0,2.2125,4.0,10.0,,,
2012-01-23,2,1201232,,5.0,2.2125,4.0,10.0,,,
2012-01-23,3,1201233,,5.0,2.2125,4.0,10.0,,,
2012-01-23,4,1201234,,5.0,2.2125,4.0,10.0,,,
2012-01-23,5,1201235,,5.0,2.2125,4.0,10.0,,,
2012-01-24,1,1201241,,3.0,1.7625,6.0,10.0,,,
2012-01-24,2,1201242,,3.0,1.7625,6.0,10.0,,,
2012-01-24,3,1201243,,3.0,1.7625,6.0,10.0,,,
2012-01-24,4,1201244,,3.0,1.7625,6.0,10.0,,,
2012-01-24,5,1201245,,3.0,1.7625,6.0,10.0,,,
2012-01-25,1,1201251,,3.0,-0.1875,8.0,10.0,,,
2012-01-25,2,1201252,,3.0,-0.1875,8.0,10.0,,,
2012-01-25,3,1201253,,3.0,-0.1875,8.0,10.0,,,
2012-01-25,4,1201254,,3.0,-0.1875,8.0,10.0,,,
2012-01-25,5,1201255,,3.0,-0.1875,8.0,10.0,,,
2012-01-26,1,1201261,,2.0,0.3625,12.0,10.0,,,
2012-01-26,2,1201262,,2.0,0.3625,12.0,10.0,,,
2012-01-26,3,1201263,,2.0,0.3625,12.0,10.0,,,
2012-01-26,4,1201264,,2.0,0.3625,12.0,10.0,,,
2012-01-26,5,1201265,,2.0,0.3625,12.0,10.0,,,
2012-01-27,1,1201271,,8.0,-1.0,10.0,71.0,,,
2012-01-27,2,1201272,,8.0,-1.0,10.0,71.0,,,
2012-01-27,3,1201273,,8.0,-1.0,10.0,71.0,,,
2012-01-27,4,1201274,,8.0,-1.0,10.0,71.0,,,
2012-01-27,5,1201275,,8.0,-1.0,10.0,71.0,,,
2012-01-28,1,1201281,,6.0,-1.3875,10.0,10.0,,,
2012-01-28,2,1201282,,6.0,-1.3875,10.0,10.0,,,
2012-01-28,3,1201283,,6.0,-1.3875,10.0,10.0,,,
2012-01-28,4,1201284,,6.0,-1.3875,10.0,10.0,,,
2012-01-28,5,1201285,,6.0,-1.3875,10.0,10.0,,,
2012-01-29,1,1201291,,7.0,-3.1625,8.0,71.0,,,
2012-01-29,2,1201292,,7.0,-3.1625,8.0,71.0,,,
2012-01-29,3,1201293,,7.0,-3.1625,8.0,71.0,,,
2012-01-29,4,1201294,,7.0,-3.1625,8.0,71.0,,,
2012-01-29,5,1201295,,7.0,-3.1625,8.0,71.0,,,
2012-01-30,1,1201301,,3.0,-2.275,12.0,71.0,,,
2012-01-30,2,1201302,,3.0,-2.275,12.0,71.0,,,
2012-01-30,3,1201303,,3.0,-2.275,12.0,71.0,,,
2012-01-30,4,1201304,,3.0,-2.275,12.0,71.0,,,
2012-01-30,5,1201305,,3.0,-2.275,12.0,71.0,,,
2012-01-31,1,1201311,,1.0,-2.375,18.0,71.0,,,
2012-01-31,2,1201312,,1.0,-2.375,18.0,71.0,,,
2012-01-31,3,1201313,,1.0,-2.375,18.0,71.0,,,
2012-01-31,4,1201314,,1.0,-2.375,18.0,71.0,,,
2012-01-31,5,1201315,,1.0,-2.375,18.0,71.0,,,
2012-02-01,1,1202011,,7.0,-1.825,16.0,71.0,,,
2012-02-01,2,1202012,,7.0,-1.825,16.0,71.0,,,
2012-02-01,3,1202013,,7.0,-1.825,16.0,71.0,,,
2012-02-01,4,1202014,,7.0,-1.825,16.0,71.0,,,
2012-02-01,5,1202015,,7.0,-1.825,16.0,71.0,,,
2012-02-02,1,1202021,,6.0,-5.85,8.0,85.0,,,
2012-02-02,2,1202022,,6.0,-5.85,8.0,85.0,,,
2012-02-02,3,1202023,,6.0,-5.85,8.0,85.0,,,
2012-02-02,4,1202024,,6.0,-5.85,8.0,85.0,,,
2012-02-02,5,1202025,,6.0,-5.85,8.0,85.0,,,
2012-02-03,1,1202031,,4.0,-5.85,14.0,3.0,,,
2012-02-03,2,1202032,,4.0,-5.85,14.0,3.0,,,
2012-02-03,3,1202033,,4.0,-5.85,14.0,3.0,,,
2012-02-03,4,1202034,,4.0,-5.85,14.0,3.0,,,
2012-02-03,5,1202035,,4.0,-5.85,14.0,3.0,,,
2012-02-04,1,1202041,,4.0,-7.5375,10.0,71.0,,,
2012-02-04,2,1202042,,4.0,-7.5375,10.0,71.0,,,
2012-02-04,3,1202043,,4.0,-7.5375,10.0,71.0,,,
2012-02-04,4,1202044,,4.0,-7.5375,10.0,71.0,,,
2012-02-04,5,1202045,,4.0,-7.5375,10.0,71.0,,,
2012-02-05,1,1202051,,5.0,-7.7125,8.0,71.0,,,
2012-02-05,2,1202052,,5.0,-7.7125,8.0,71.0,,,
2012-02-05,3,1202053,,5.0,-7.7125,8.0,71.0,,,
2012-02-05,4,1202054,,5.0,-7.7125,8.0,71.0,,,
2012-02-05,5,1202055,,5.0,-7.7125,8.0,71.0,,,
2012-02-06,1,1202061,,4.0,-10.25,6.0,10.0,,,
2012-02-06,2,1202062,,4.0,-10.25,6.0,10.0,,,
2012-02-06,3,1202063,,4.0,-10.25,6.0,10.0,,,
2012-02-06,4,1202064,,4.0,-10.25,6.0,10.0,,,
2012-02-06,5,1202065,,4.0,-10.25,6.0,10.0,,,
2012-02-07,1,1202071,,6.0,-3.0,18.0,71.0,,,
2012-02-07,2,1202072,,6.0,-3.0,18.0,71.0,,,
2012-02-07,3,1202073,,6.0,-3.0,18.0,71.0,,,
2012-02-07,4,1202074,,6.0,-3.0,18.0,71.0,,,
2012-02-07,5,1202075,,6.0,-3.0,18.0,71.0,,,
2012-02-08,1,1202081,,6.0,-2.7625,10.0,71.0,,,
2012-02-08,2,1202082,,6.0,-2.7625,10.0,71.0,,,
2012-02-08,3,1202083,,6.0,-2.7625,10.0,71.0,,,
2012-02-08,4,1202084,,6.0,-2.7625,10.0,71.0,,,
2012-02-08,5,1202085,,6.0,-2.7625,10.0,71.0,,,
2012-02-09,1,1202091,,6.0,-1.6625,21.0,3.0,,,
2012-02-09,2,1202092,,6.0,-1.6625,21.0,3.0,,,
2012-02-09,3,1202093,,6.0,-1.6625,21.0,3.0,,,
2012-02-09,4,1202094,,6.0,-1.6625,21.0,3.0,,,
2012-02-09,5,1202095,,6.0,-1.6625,21.0,3.0,,,
2012-02-10,1,1202101,,6.0,-2.8125,8.0,71.0,,,
2012-02-10,2,1202102,,6.0,-2.8125,8.0,71.0,,,
2012-02-10,3,1202103,,6.0,-2.8125,8.0,71.0,,,
2012-02-10,4,1202104,,6.0,-2.8125,8.0,71.0,,,
2012-02-10,5,1202105,,6.0,-2.8125,8.0,71.0,,,
2012-02-11,1,1202111,,7.0,-4.575,8.0,78.0,,,
2012-02-11,2,1202112,,7.0,-4.575,8.0,78.0,,,
2012-02-11,3,1202113,,7.0,-4.575,8.0,78.0,,,
2012-02-11,4,1202114,,7.0,-4.575,8.0,78.0,,,
2012-02-11,5,1202115,,7.0,-4.575,8.0,78.0,,,
2012-02-12,1,1202121,,8.0,-1.2375,16.0,72.0,,,
2012-02-12,2,1202122,,8.0,-1.2375,16.0,72.0,,,
2012-02-12,3,1202123,,8.0,-1.2375,16.0,72.0,,,
2012-02-12,4,1202124,,8.0,-1.2375,16.0,72.0,,,
2012-02-12,5,1202125,,8.0,-1.2375,16.0,72.0,,,
2012-02-13,1,1202131,,6.0,-2.325,8.0,10.0,,,
2012-02-13,2,1202132,,6.0,-2.325,8.0,10.0,,,
2012-02-13,3,1202133,,6.0,-2.325,8.0,10.0,,,
2012-02-13,4,1202134,,6.0,-2.325,8.0,10.0,,,
2012-02-13,5,1202135,,6.0,-2.325,8.0,10.0,,,
2012-02-14,1,1202141,,8.0,1.3,10.0,47.0,,,
2012-02-14,2,1202142,,8.0,1.3,10.0,47.0,,,
2012-02-14,3,1202143,,8.0,1.3,10.0,47.0,,,
2012-02-14,4,1202144,,8.0,1.3,10.0,47.0,,,
2012-02-14,5,1202145,,8.0,1.3,10.0,47.0,,,
2012-02-15,1,1202151,,1.0,4.8625,18.0,47.0,,,
2012-02-15,2,1202152,,1.0,4.8625,18.0,47.0,,,
2012-02-15,3,1202153,,1.0,4.8625,18.0,47.0,,,
2012-02-15,4,1202154,,1.0,4.8625,18.0,47.0,,,
2012-02-15,5,1202155,,1.0,4.8625,18.0,47.0,,,
2012-02-16,1,1202161,,7.0,2.9625,10.0,61.0,,,
2012-02-16,2,1202162,,7.0,2.9625,10.0,61.0,,,
2012-02-16,3,1202163,,7.0,2.9625,10.0,61.0,,,
2012-02-16,4,1202164,,7.0,2.9625,10.0,61.0,,,
2012-02-16,5,1202165,,7.0,2.9625,10.0,61.0,,,
2012-02-17,1,1202171,,5.0,5.5625,14.0,61.0,,,
2012-02-17,2,1202172,,5.0,5.5625,14.0,61.0,,,
2012-02-17,3,1202173,,5.0,5.5625,14.0,61.0,,,
2012-02-17,4,1202174,,5.0,5.5625,14.0,61.0,,,
2012-02-17,5,1202175,,5.0,5.5625,14.0,61.0,,,
2012-02-18,1,1202181,,8.0,6.175,14.0,61.0,,,
2012-02-18,2,1202182,,8.0,6.175,14.0,61.0,,,
2012-02-18,3,1202183,,8.0,6.175,14.0,61.0,,,
2012-02-18,4,1202184,,8.0,6.175,14.0,61.0,,,
2012-02-18,5,1202185,,8.0,6.175,14.0,61.0,,,
2012-02-19,1,1202191,,4.0,4.2,18.0,25.0,,,
2012-02-19,2,1202192,,4.0,4.2,18.0,25.0,,,
2012-02-19,3,1202193,,4.0,4.2,18.0,25.0,,,
2012-02-19,4,1202194,,4.0,4.2,18.0,25.0,,,
2012-02-19,5,1202195,,4.0,4.2,18.0,25.0,,,
2012-02-20,1,1202201,,5.0,4.1125,14.0,25.0,,,
2012-02-20,2,1202202,,5.0,4.1125,14.0,25.0,,,
2012-02-20,3,1202203,,5.0,4.1125,14.0,25.0,,,
2012-02-20,4,1202204,,5.0,4.1125,14.0,25.0,,,
2012-02-20,5,1202205,,5.0,4.1125,14.0,25.0,,,
2012-02-21,1,1202211,,8.0,4.95,14.0,58.0,,,
2012-02-21,2,1202212,,8.0,4.95,14.0,58.0,,,
2012-02-21,3,1202213,,8.0,4.95,14.0,58.0,,,
2012-02-21,4,1202214,,8.0,4.95,14.0,58.0,,,
2012-02-21,5,1202215,,8.0,4.95,14.0,58.0,,,
2012-02-22,1,1202221,,7.0,7.175,18.0,51.0,,,
2012-02-22,2,1202222,,7.0,7.175,18.0,51.0,,,
2012-02-22,3,1202223,,7.0,7.175,18.0,51.0,,,
2012-02-22,4,1202224,,7.0,7.175,18.0,51.0,,,
2012-02-22,5,1202225,,7.0,7.175,18.0,51.0,,,
2012-02-23,1,1202231,,6.0,8.4125,18.0,51.0,,,
2012-02-23,2,1202232,,6.0,8.4125,18.0,51.0,,,
2012-02-23,3,1202233,,6.0,8.4125,18.0,51.0,,,
2012-02-23,4,1202234,,6.0,8.4125,18.0,51.0,,,
2012-02-23,5,1202235,,6.0,8.4125,18.0,51.0,,,
2012-02-24,1,1202241,,7.0,8.35,19.0,20.0,,,
2012-02-24,2,1202242,,7.0,8.35,19.0,20.0,,,
2012-02-24,3,1202243,,7.0,8.35,19.0,20.0,,,
2012-02-24,4,1202244,,7.0,8.35,19.0,20.0,,,
2012-02-24,5,1202245,,7.0,8.35,19.0,20.0,,,
2012-02-25,1,1202251,,6.0,6.525,19.0,61.0,,,
2012-02-25,2,1202252,,6.0,6.525,19.0,61.0,,,
2012-02-25,3,1202253,,6.0,6.525,19.0,61.0,,,
2012-02-25,4,1202254,,6.0,6.525,19.0,61.0,,,
2012-02-25,5,1202255,,6.0,6.525,19.0,61.0,,,
2012-02-26,1,1202261,,1.0,4.675,8.0,61.0,,,
2012-02-26,2,1202262,,1.0,4.675,8.0,61.0,,,
2012-02-26,3,1202263,,1.0,4.675,8.0,61.0,,,
2012-02-26,4,1202264,,1.0,4.675,8.0,61.0,,,
2012-02-26,5,1202265,,1.0,4.675,8.0,61.0,,,
2012-02-27,1,1202271,,8.0,3.725,12.0,61.0,,,
2012-02-27,2,1202272,,8.0,3.725,12.0,61.0,,,
2012-02-27,3,1202273,,8.0,3.725,12.0,61.0,,,
2012-02-27,4,1202274,,8.0,3.725,12.0,61.0,,,
2012-02-27,5,1202275,,8.0,3.725,12.0,61.0,,,
2012-02-28,1,1202281,,8.0,7.675,14.0,51.0,,,
2012-02-28,2,1202282,,8.0,7.675,14.0,51.0,,,
2012-02-28,3,1202283,,8.0,7.675,14.0,51.0,,,
2012-02-28,4,1202284,,8.0,7.675,14.0,51.0,,,
2012-02-28,5,1202285,,8.0,7.675,14.0,51.0,,,
2012-02-29,1,1202291,,8.0,7.775,10.0,47.0,,,
2012-02-29,2,1202292,,8.0,7.775,10.0,47.0,,,
2012-02-29,3,1202293,,8.0,7.775,10.0,47.0,,,
2012-02-29,4,1202294,,8.0,7.775,10.0,47.0,,,
2012-02-29,5,1202295,,8.0,7.775,10.0,47.0,,,
2012-03-01,1,1203011,,6.0,7.625,12.0,43.0,,,
2012-03-01,2,1203012,,6.0,7.625,12.0,43.0,,,
2012-03-01,3,1203013,,6.0,7.625,12.0,43.0,,,
2012-03-01,4,1203014,,6.0,7.625,12.0,43.0,,,
2012-03-01,5,1203015,,6.0,7.625,12.0,43.0,,,
2012-03-02,1,1203021,,7.0,5.9125,6.0,28.0,,,
2012-03-02,2,1203022,,7.0,5.9125,6.0,28.0,,,
2012-03-02,3,1203023,,7.0,5.9125,6.0,28.0,,,
2012-03-02,4,1203024,,7.0,5.9125,6.0,28.0,,,
2012-03-02,5,1203025,,7.0,5.9125,6.0,28.0,,,
2012-03-03,1,1203031,,5.0,7.0375,14.0,28.0,,,
2012-03-03,2,1203032,,5.0,7.0375,14.0,28.0,,,
2012-03-03,3,1203033,,5.0,7.0375,14.0,28.0,,,
2012-03-03,4,1203034,,5.0,7.0375,14.0,28.0,,,
2012-03-03,5,1203035,,5.0,7.0375,14.0,28.0,,,
2012-03-04,1,1203041,,7.0,4.675,8.0,28.0,,,
2012-03-04,2,1203042,,7.0,4.675,8.0,28.0,,,
2012-03-04,3,1203043,,7.0,4.675,8.0,28.0,,,
2012-03-04,4,1203044,,7.0,4.675,8.0,28.0,,,
2012-03-04,5,1203045,,7.0,4.675,8.0,28.0,,,
2012-03-05,1,1203051,,7.0,4.875,10.0,28.0,,,
2012-03-05,2,1203052,,7.0,4.875,10.0,28.0,,,
2012-03-05,3,1203053,,7.0,4.875,10.0,28.0,,,
2012-03-05,4,1203054,,7.0,4.875,10.0,28.0,,,
2012-03-05,5,1203055,,7.0,4.875,10.0,28.0,,,
2012-03-06,1,1203061,,4.0,4.5125,10.0,28.0,,,
2012-03-06,2,1203062,,4.0,4.5125,10.0,28.0,,,
2012-03-06,3,1203063,,4.0,4.5125,10.0,28.0,,,
2012-03-06,4,1203064,,4.0,4.5125,10.0,28.0,,,
2012-03-06,5,1203065,,4.0,4.5125,10.0,28.0,,,
2012-03-07,1,1203071,,7.0,4.05,10.0,61.0,,,
2012-03-07,2,1203072,,7.0,4.05,10.0,61.0,,,
2012-03-07,3,1203073,,7.0,4.05,10.0,61.0,,,
2012-03-07,4,1203074,,7.0,4.05,10.0,61.0,,,
2012-03-07,5,1203075,,7.0,4.05,10.0,61.0,,,
2012-03-08,1,1203081,,2.0,7.5125,14.0,61.0,,,
2012-03-08,2,1203082,,2.0,7.5125,14.0,61.0,,,
2012-03-08,3,1203083,,2.0,7.5125,14.0,61.0,,,
2012-03-08,4,1203084,,2.0,7.5125,14.0,61.0,,,
2012-03-08,5,1203085,,2.0,7.5125,14.0,61.0,,,
2012-03-09,1,1203091,,8.0,7.825,14.0,10.0,,,
2012-03-09,2,1203092,,8.0,7.825,14.0,10.0,,,
2012-03-09,3,1203093,,8.0,7.825,14.0,10.0,,,
2012-03-09,4,1203094,,8.0,7.825,14.0,10.0,,,
2012-03-09,5,1203095,,8.0,7.825,14.0,10.0,,,
2012-03-10,1,1203101,,6.0,8.7,19.0,10.0,,,
2012-03-10,2,1203102,,6.0,8.7,19.0,10.0,,,
2012-03-10,3,1203103,,6.0,8.7,19.0,10.0,,,
2012-03-10,4,1203104,,6.0,8.7,19.0,10.0,,,
2012-03-10,5,1203105,,6.0,8.7,19.0,10.0,,,
2012-03-11,1,1203111,,6.0,8.95,14.0,10.0,,,
2012-03-11,2,1203112,,6.0,8.95,14.0,10.0,,,
2012-03-11,3,1203113,,6.0,8.95,14.0,10.0,,,
2012-03-11,4,1203114,,6.0,8.95,14.0,10.0,,,
2012-03-11,5,1203115,,6.0,8.95,14.0,10.0,,,
2012-03-12,1,1203121,,5.0,9.0125,18.0,10.0,,,
2012-03-12,2,1203122,,5.0,9.0125,18.0,10.0,,,
2012-03-12,3,1203123,,5.0,9.0125,18.0,10.0,,,
2012-03-12,4,1203124,,5.0,9.0125,18.0,10.0,,,
2012-03-12,5,1203125,,5.0,9.0125,18.0,10.0,,,
2012-03-13,1,1203131,,6.0,9.95,16.0,1.0,,,
2012-03-13,2,1203132,,6.0,9.95,16.0,1.0,,,
2012-03-13,3,1203133,,6.0,9.95,16.0,1.0,,,
2012-03-13,4,1203134,,6.0,9.95,16.0,1.0,,,
2012-03-13,5,1203135,,6.0,9.95,16.0,1.0,,,
2012-03-14,1,1203141,,7.0,7.7875,10.0,1.0,,,
2012-03-14,2,1203142,,7.0,7.7875,10.0,1.0,,,
2012-03-14,3,1203143,,7.0,7.7875,10.0,1.0,,,
2012-03-14,4,1203144,,7.0,7.7875,10.0,1.0,,,
2012-03-14,5,1203145,,7.0,7.7875,10.0,1.0,,,
2012-03-15,1,1203151,,6.0,7.4,8.0,1.0,,,
2012-03-15,2,1203152,,6.0,7.4,8.0,1.0,,,
2012-03-15,3,1203153,,6.0,7.4,8.0,1.0,,,
2012-03-15,4,1203154,,6.0,7.4,8.0,1.0,,,
2012-03-15,5,1203155,,6.0,7.4,8.0,1.0,,,
2012-03-16,1,1203161,,3.0,12.0375,14.0,10.0,,,
2012-03-16,2,1203162,,3.0,12.0375,14.0,10.0,,,
2012-03-16,3,1203163,,3.0,12.0375,14.0,10.0,,,
2012-03-16,4,1203164,,3.0,12.0375,14.0,10.0,,,
2012-03-16,5,1203165,,3.0,12.0375,14.0,10.0,,,
2012-03-17,1,1203171,,6.0,9.775,14.0,10.0,,,
2012-03-17,2,1203172,,6.0,9.775,14.0,10.0,,,
2012-03-17,3,1203173,,6.0,9.775,14.0,10.0,,,
2012-03-17,4,1203174,,6.0,9.775,14.0,10.0,,,
2012-03-17,5,1203175,,6.0,9.775,14.0,10.0,,,
2012-03-18,1,1203181,,7.0,9.8375,16.0,61.0,,,
2012-03-18,2,1203182,,7.0,9.8375,16.0,61.0,,,
2012-03-18,3,1203183,,7.0,9.8375,16.0,61.0,,,
2012-03-18,4,1203184,,7.0,9.8375,16.0,61.0,,,
2012-03-18,5,1203185,,7.0,9.8375,16.0,61.0,,,
2012-03-19,1,1203191,,4.0,8.1125,18.0,61.0,,,
2012-03-19,2,1203192,,4.0,8.1125,18.0,61.0,,,
2012-03-19,3,1203193,,4.0,8.1125,18.0,61.0,,,
2012-03-19,4,1203194,,4.0,8.1125,18.0,61.0,,,
2012-03-19,5,1203195,,4.0,8.1125,18.0,61.0,,,
2012-03-20,1,1203201,,7.0,8.0875,18.0,51.0,,,
2012-03-20,2,1203202,,7.0,8.0875,18.0,51.0,,,
2012-03-20,3,1203203,,7.0,8.0875,18.0,51.0,,,
2012-03-20,4,1203204,,7.0,8.0875,18.0,51.0,,,
2012-03-20,5,1203205,,7.0,8.0875,18.0,51.0,,,
2012-03-21,1,1203211,,5.0,12.625,16.0,51.0,,,
2012-03-21,2,1203212,,5.0,12.625,16.0,51.0,,,
2012-03-21,3,1203213,,5.0,12.625,16.0,51.0,,,
2012-03-21,4,1203214,,5.0,12.625,16.0,51.0,,,
2012-03-21,5,1203215,,5.0,12.625,16.0,51.0,,,
2012-03-22,1,1203221,,0.0,12.7625,6.0,2.0,,,
2012-03-22,2,1203222,,0.0,12.7625,6.0,2.0,,,
2012-03-22,3,1203223,,0.0,12.7625,6.0,2.0,,,
2012-03-22,4,1203224,,0.0,12.7625,6.0,2.0,,,
2012-03-22,5,1203225,,0.0,12.7625,6.0,2.0,,,
